county,gender,age,year,deaths,pop
"Grant County, WA",Male,65-74 years,2016,70,3737
"Grant County, WA",Male,65-74 years,2017,75,3883
"Grant County, WA",Male,65-74 years,2018,89,4031
"Grant County, WA",Male,65-74 years,2019,69,4124
"Grant County, WA",Male,75-84 years,2010,89,1583
"Grant County, WA",Male,75-84 years,2011,98,1607
"Grant County, WA",Male,75-84 years,2012,102,1575
"Grant County, WA",Male,75-84 years,2013,98,1605
"Grant County, WA",Male,75-84 years,2014,81,1585
"Grant County, WA",Male,75-84 years,2015,86,1615
"Grant County, WA",Male,75-84 years,2016,85,1631
"Grant County, WA",Male,75-84 years,2017,103,1702
"Grant County, WA",Male,75-84 years,2018,96,1783
"Grant County, WA",Male,75-84 years,2019,96,1850
"Grant County, WA",Male,85+ years,2010,75,476
"Grant County, WA",Male,85+ years,2011,72,483
"Grant County, WA",Male,85+ years,2012,78,498
"Grant County, WA",Male,85+ years,2013,75,473
"Grant County, WA",Male,85+ years,2014,85,530
"Grant County, WA",Male,85+ years,2015,74,536
"Grant County, WA",Male,85+ years,2016,83,556
"Grant County, WA",Male,85+ years,2017,88,586
"Grant County, WA",Male,85+ years,2018,82,596
"Grant County, WA",Male,85+ years,2019,95,609
"Grays Harbor County, WA",Male,55-64 years,2010,74,5449
"Grays Harbor County, WA",Male,55-64 years,2011,56,5575
"Grays Harbor County, WA",Male,55-64 years,2012,73,5577
"Grays Harbor County, WA",Male,55-64 years,2013,69,5495
"Grays Harbor County, WA",Male,55-64 years,2014,83,5474
"Grays Harbor County, WA",Male,55-64 years,2015,75,5472
"Grays Harbor County, WA",Male,55-64 years,2016,87,5525
"Grays Harbor County, WA",Male,55-64 years,2017,88,5645
"Grays Harbor County, WA",Male,55-64 years,2018,82,5673
"Grays Harbor County, WA",Male,55-64 years,2019,77,5622
"Grays Harbor County, WA",Male,65-74 years,2010,95,3463
"Grays Harbor County, WA",Male,65-74 years,2011,87,3585
"Grays Harbor County, WA",Male,65-74 years,2012,102,3725
"Grays Harbor County, WA",Male,65-74 years,2013,101,3807
"Grays Harbor County, WA",Male,65-74 years,2014,112,4006
"Grays Harbor County, WA",Male,65-74 years,2015,105,4263
"Grays Harbor County, WA",Male,65-74 years,2016,109,4494
"Grays Harbor County, WA",Male,65-74 years,2017,111,4626
"Grays Harbor County, WA",Male,65-74 years,2018,131,4842
"Grays Harbor County, WA",Male,65-74 years,2019,129,5097
"Grays Harbor County, WA",Male,75-84 years,2010,95,1603
"Grays Harbor County, WA",Male,75-84 years,2011,100,1646
"Grays Harbor County, WA",Male,75-84 years,2012,112,1666
"Grays Harbor County, WA",Male,75-84 years,2013,90,1748
"Grays Harbor County, WA",Male,75-84 years,2014,103,1766
"Grays Harbor County, WA",Male,75-84 years,2015,92,1820
"Grays Harbor County, WA",Male,75-84 years,2016,112,1884
"Grays Harbor County, WA",Male,75-84 years,2017,129,2076
"Grays Harbor County, WA",Male,75-84 years,2018,114,2216
"Grays Harbor County, WA",Male,75-84 years,2019,119,2308
"Grays Harbor County, WA",Male,85+ years,2010,69,547
"Grays Harbor County, WA",Male,85+ years,2011,97,568
"Grays Harbor County, WA",Male,85+ years,2012,79,578
"Grays Harbor County, WA",Male,85+ years,2013,96,578
"Grays Harbor County, WA",Male,85+ years,2014,76,559
"Grays Harbor County, WA",Male,85+ years,2015,82,579
"Grays Harbor County, WA",Male,85+ years,2016,88,601
"Grays Harbor County, WA",Male,85+ years,2017,88,613
"Grays Harbor County, WA",Male,85+ years,2018,86,631
"Grays Harbor County, WA",Male,85+ years,2019,77,662
"Island County, WA",Male,55-64 years,2010,39,5777
"Island County, WA",Male,55-64 years,2011,53,5853
"Island County, WA",Male,55-64 years,2012,45,5722
"Island County, WA",Male,55-64 years,2013,53,5586
"Island County, WA",Male,55-64 years,2014,47,5532
"Island County, WA",Male,55-64 years,2015,58,5498
"Island County, WA",Male,55-64 years,2016,54,5591
"Island County, WA",Male,55-64 years,2017,49,5471
"Island County, WA",Male,55-64 years,2018,46,5522
"Island County, WA",Male,55-64 years,2019,51,5511
"Island County, WA",Male,65-74 years,2010,67,4096
"Island County, WA",Male,65-74 years,2011,59,4364
"Island County, WA",Male,65-74 years,2012,68,4647
"Island County, WA",Male,65-74 years,2013,62,4915
"Island County, WA",Male,65-74 years,2014,73,5190
"Island County, WA",Male,65-74 years,2015,85,5472
"Island County, WA",Male,65-74 years,2016,78,5727
"Island County, WA",Male,65-74 years,2017,85,5803
"Island County, WA",Male,65-74 years,2018,96,5997
"Island County, WA",Male,65-74 years,2019,88,6165
"Island County, WA",Male,75-84 years,2010,69,1993
"Island County, WA",Male,75-84 years,2011,83,2107
"Island County, WA",Male,75-84 years,2012,111,2176
"Island County, WA",Male,75-84 years,2013,88,2320
"Island County, WA",Male,75-84 years,2014,96,2425
"Island County, WA",Male,75-84 years,2015,105,2507
"Island County, WA",Male,75-84 years,2016,108,2631
"Island County, WA",Male,75-84 years,2017,112,2660
"Island County, WA",Male,75-84 years,2018,126,2841
"Island County, WA",Male,75-84 years,2019,130,2984
"Island County, WA",Male,85+ years,2010,108,668
"Island County, WA",Male,85+ years,2011,105,689
"Island County, WA",Male,85+ years,2012,76,686
"Island County, WA",Male,85+ years,2013,99,721
"Island County, WA",Male,85+ years,2014,89,756
"Island County, WA",Male,85+ years,2015,113,822
"Island County, WA",Male,85+ years,2016,104,844
"Island County, WA",Male,85+ years,2017,110,820
"Island County, WA",Male,85+ years,2018,117,837
"Island County, WA",Male,85+ years,2019,112,859
"Jefferson County, WA",Male,55-64 years,2010,17,3054
"Jefferson County, WA",Male,55-64 years,2011,30,3121
"Jefferson County, WA",Male,55-64 years,2012,19,3015
"Jefferson County, WA",Male,55-64 years,2013,28,2971
"Jefferson County, WA",Male,55-64 years,2014,24,2880
"Jefferson County, WA",Male,55-64 years,2015,22,2869
"Jefferson County, WA",Male,55-64 years,2016,24,2825
"Jefferson County, WA",Male,55-64 years,2017,16,2784
"Jefferson County, WA",Male,55-64 years,2018,24,2698
"Jefferson County, WA",Male,55-64 years,2019,28,2637
"Jefferson County, WA",Male,65-74 years,2010,44,2381
"Jefferson County, WA",Male,65-74 years,2011,34,2489
"Jefferson County, WA",Male,65-74 years,2012,42,2679
"Jefferson County, WA",Male,65-74 years,2013,33,2850
"Jefferson County, WA",Male,65-74 years,2014,34,2973
"Jefferson County, WA",Male,65-74 years,2015,53,3138
"Jefferson County, WA",Male,65-74 years,2016,50,3352
"Jefferson County, WA",Male,65-74 years,2017,47,3465
"Jefferson County, WA",Male,65-74 years,2018,49,3543
"Jefferson County, WA",Male,65-74 years,2019,51,3640
"Jefferson County, WA",Male,75-84 years,2010,57,1177
"Jefferson County, WA",Male,75-84 years,2011,50,1245
"Jefferson County, WA",Male,75-84 years,2012,45,1245
"Jefferson County, WA",Male,75-84 years,2013,50,1260
"Jefferson County, WA",Male,75-84 years,2014,64,1321
"Jefferson County, WA",Male,75-84 years,2015,52,1381
"Jefferson County, WA",Male,75-84 years,2016,55,1467
"Jefferson County, WA",Male,75-84 years,2017,48,1545
"Jefferson County, WA",Male,75-84 years,2018,64,1708
"Jefferson County, WA",Male,75-84 years,2019,69,1819
"Jefferson County, WA",Male,85+ years,2010,52,322
"Jefferson County, WA",Male,85+ years,2011,50,355
"Jefferson County, WA",Male,85+ years,2012,47,378
"Jefferson County, WA",Male,85+ years,2013,57,396
"Jefferson County, WA",Male,85+ years,2014,49,419
"Jefferson County, WA",Male,85+ years,2015,52,434
"Jefferson County, WA",Male,85+ years,2016,60,458
"Jefferson County, WA",Male,85+ years,2017,56,446
"Jefferson County, WA",Male,85+ years,2018,71,438
"Jefferson County, WA",Male,85+ years,2019,61,455
"King County, WA",Male,55-64 years,2010,908,111428
"King County, WA",Male,55-64 years,2011,980,116974
"King County, WA",Male,55-64 years,2012,950,120090
"King County, WA",Male,55-64 years,2013,942,122550
"King County, WA",Male,55-64 years,2014,1022,125104
"King County, WA",Male,55-64 years,2015,979,127932
"King County, WA",Male,55-64 years,2016,989,129755
"King County, WA",Male,55-64 years,2017,996,131291
"King County, WA",Male,55-64 years,2018,1041,131721
"King County, WA",Male,55-64 years,2019,1002,131283
"King County, WA",Male,65-74 years,2010,932,53095
"King County, WA",Male,65-74 years,2011,966,56675
"King County, WA",Male,65-74 years,2012,1045,61300
"King County, WA",Male,65-74 years,2013,1089,65570
"King County, WA",Male,65-74 years,2014,1138,69371
"King County, WA",Male,65-74 years,2015,1169,73198
"King County, WA",Male,65-74 years,2016,1298,76571
"King County, WA",Male,65-74 years,2017,1374,80305
"King County, WA",Male,65-74 years,2018,1328,82918
"King County, WA",Male,65-74 years,2019,1452,85324
"King County, WA",Male,75-84 years,2010,1287,26914
"King County, WA",Male,75-84 years,2011,1349,27612
"King County, WA",Male,75-84 years,2012,1396,28128
"King County, WA",Male,75-84 years,2013,1379,28932
"King County, WA",Male,75-84 years,2014,1384,29492
"King County, WA",Male,75-84 years,2015,1332,30253
"King County, WA",Male,75-84 years,2016,1407,31161
"King County, WA",Male,75-84 years,2017,1428,32518
"King County, WA",Male,75-84 years,2018,1465,34732
"King County, WA",Male,75-84 years,2019,1590,36383
"King County, WA",Male,85+ years,2010,1637,11182
"King County, WA",Male,85+ years,2011,1769,11864
"King County, WA",Male,85+ years,2012,1711,12224
"King County, WA",Male,85+ years,2013,1782,12428
"King County, WA",Male,85+ years,2014,1804,12659
"King County, WA",Male,85+ years,2015,1789,12863
"King County, WA",Male,85+ years,2016,1845,13029
"King County, WA",Male,85+ years,2017,1928,13205
"King County, WA",Male,85+ years,2018,1818,13479
"King County, WA",Male,85+ years,2019,1854,13689
"Kitsap County, WA",Male,55-64 years,2010,140,17211
"Kitsap County, WA",Male,55-64 years,2011,161,17771
"Kitsap County, WA",Male,55-64 years,2012,147,17667
"Kitsap County, WA",Male,55-64 years,2013,148,17659
"Kitsap County, WA",Male,55-64 years,2014,173,17737
"Kitsap County, WA",Male,55-64 years,2015,163,17779
"Kitsap County, WA",Male,55-64 years,2016,153,17970
"Kitsap County, WA",Male,55-64 years,2017,151,18019
"Kitsap County, WA",Male,55-64 years,2018,170,17949
"Kitsap County, WA",Male,55-64 years,2019,171,17983
"Kitsap County, WA",Male,65-74 years,2010,179,9415
"Kitsap County, WA",Male,65-74 years,2011,188,10025
"Kitsap County, WA",Male,65-74 years,2012,197,10912
"Kitsap County, WA",Male,65-74 years,2013,186,11560
"Kitsap County, WA",Male,65-74 years,2014,266,12199
"Kitsap County, WA",Male,65-74 years,2015,231,12976
"Kitsap County, WA",Male,65-74 years,2016,261,13564
"Kitsap County, WA",Male,65-74 years,2017,268,13918
"Kitsap County, WA",Male,65-74 years,2018,286,14371
"Kitsap County, WA",Male,65-74 years,2019,280,14771
"Kitsap County, WA",Male,75-84 years,2010,261,4224
"Kitsap County, WA",Male,75-84 years,2011,234,4365
"Kitsap County, WA",Male,75-84 years,2012,237,4401
"Kitsap County, WA",Male,75-84 years,2013,244,4561
"Kitsap County, WA",Male,75-84 years,2014,259,4837
"Kitsap County, WA",Male,75-84 years,2015,269,5048
"Kitsap County, WA",Male,75-84 years,2016,272,5386
"Kitsap County, WA",Male,75-84 years,2017,312,5619
"Kitsap County, WA",Male,75-84 years,2018,298,6147
"Kitsap County, WA",Male,75-84 years,2019,309,6558
"Kitsap County, WA",Male,85+ years,2010,254,1571
"Kitsap County, WA",Male,85+ years,2011,258,1601
"Kitsap County, WA",Male,85+ years,2012,263,1665
"Kitsap County, WA",Male,85+ years,2013,264,1670
"Kitsap County, WA",Male,85+ years,2014,268,1699
"Kitsap County, WA",Male,85+ years,2015,289,1762
"Kitsap County, WA",Male,85+ years,2016,297,1793
"Kitsap County, WA",Male,85+ years,2017,318,1796
"Kitsap County, WA",Male,85+ years,2018,261,1825
"Kitsap County, WA",Male,85+ years,2019,285,1833
"Kittitas County, WA",Male,55-64 years,2010,23,2415
"Kittitas County, WA",Male,55-64 years,2011,26,2526
"Kittitas County, WA",Male,55-64 years,2012,30,2564
"Kittitas County, WA",Male,55-64 years,2013,33,2575
"Kittitas County, WA",Male,55-64 years,2014,15,2599
"Kittitas County, WA",Male,55-64 years,2015,23,2675
"Kittitas County, WA",Male,55-64 years,2016,23,2812
"Kittitas County, WA",Male,55-64 years,2017,22,2868
"Kittitas County, WA",Male,55-64 years,2018,20,2891
"Kittitas County, WA",Male,55-64 years,2019,29,2929
"Kittitas County, WA",Male,65-74 years,2010,21,1557
"Kittitas County, WA",Male,65-74 years,2011,24,1656
"Kittitas County, WA",Male,65-74 years,2012,33,1767
"Kittitas County, WA",Male,65-74 years,2013,37,1841
"Kittitas County, WA",Male,65-74 years,2014,28,1893
"Kittitas County, WA",Male,65-74 years,2015,33,1998
"Kittitas County, WA",Male,65-74 years,2016,36,2115
"Kittitas County, WA",Male,65-74 years,2017,40,2221
"Kittitas County, WA",Male,65-74 years,2018,37,2332
"Kittitas County, WA",Male,65-74 years,2019,48,2445
"Kittitas County, WA",Male,75-84 years,2010,57,648
"Kittitas County, WA",Male,75-84 years,2011,24,677
"Kittitas County, WA",Male,75-84 years,2012,31,738
"Kittitas County, WA",Male,75-84 years,2013,36,753
"Kittitas County, WA",Male,75-84 years,2014,25,820
"Kittitas County, WA",Male,75-84 years,2015,38,875
"Kittitas County, WA",Male,75-84 years,2016,35,978
"Kittitas County, WA",Male,75-84 years,2017,38,1046
"Kittitas County, WA",Male,75-84 years,2018,41,1111
"Kittitas County, WA",Male,75-84 years,2019,42,1184
"Kittitas County, WA",Male,85+ years,2010,35,256
"Kittitas County, WA",Male,85+ years,2011,45,262
"Kittitas County, WA",Male,85+ years,2012,29,271
"Kittitas County, WA",Male,85+ years,2013,41,264
"Kittitas County, WA",Male,85+ years,2014,34,266
"Kittitas County, WA",Male,85+ years,2015,41,287
"Kittitas County, WA",Male,85+ years,2016,46,285
"Kittitas County, WA",Male,85+ years,2017,33,302
"Kittitas County, WA",Male,85+ years,2018,45,307
"Kittitas County, WA",Male,85+ years,2019,48,342
"Klickitat County, WA",Male,55-64 years,2010,12,1756
"Klickitat County, WA",Male,55-64 years,2011,17,1815
"Klickitat County, WA",Male,55-64 years,2012,12,1760
"Klickitat County, WA",Male,55-64 years,2013,14,1750
"Klickitat County, WA",Male,55-64 years,2014,23,1755
"Klickitat County, WA",Male,55-64 years,2015,10,1777
"Klickitat County, WA",Male,55-64 years,2016,16,1776
"Klickitat County, WA",Male,55-64 years,2017,27,1759
"Klickitat County, WA",Male,55-64 years,2018,16,1726
"Klickitat County, WA",Male,55-64 years,2019,15,1731
"Klickitat County, WA",Male,65-74 years,2010,15,1180
"Klickitat County, WA",Male,65-74 years,2011,33,1220
"Klickitat County, WA",Male,65-74 years,2012,30,1316
"Klickitat County, WA",Male,65-74 years,2013,25,1412
"Klickitat County, WA",Male,65-74 years,2014,21,1466
"Klickitat County, WA",Male,65-74 years,2015,23,1491
"Klickitat County, WA",Male,65-74 years,2016,29,1565
"Klickitat County, WA",Male,65-74 years,2017,33,1639
"Klickitat County, WA",Male,65-74 years,2018,32,1685
"Klickitat County, WA",Male,65-74 years,2019,33,1716
"Klickitat County, WA",Male,75-84 years,2010,26,498
"Klickitat County, WA",Male,75-84 years,2011,24,511
"Klickitat County, WA",Male,75-84 years,2012,24,523
"Klickitat County, WA",Male,75-84 years,2013,19,544
"Klickitat County, WA",Male,75-84 years,2014,28,576
"Klickitat County, WA",Male,75-84 years,2015,31,632
"Klickitat County, WA",Male,75-84 years,2016,28,692
"Klickitat County, WA",Male,75-84 years,2017,36,740
"Klickitat County, WA",Male,75-84 years,2018,30,784
"Klickitat County, WA",Male,75-84 years,2019,43,815
"Klickitat County, WA",Male,85+ years,2010,14,128
"Klickitat County, WA",Male,85+ years,2011,18,137
"Klickitat County, WA",Male,85+ years,2012,20,145
"Klickitat County, WA",Male,85+ years,2013,19,146
"Klickitat County, WA",Male,85+ years,2014,22,157
"Klickitat County, WA",Male,85+ years,2015,14,163
"Klickitat County, WA",Male,85+ years,2016,21,154
"Klickitat County, WA",Male,85+ years,2017,17,153
"Klickitat County, WA",Male,85+ years,2018,18,162
"Klickitat County, WA",Male,85+ years,2019,20,179
"Lewis County, WA",Male,55-64 years,2010,49,5268
"Lewis County, WA",Male,55-64 years,2011,77,5405
"Lewis County, WA",Male,55-64 years,2012,68,5420
"Lewis County, WA",Male,55-64 years,2013,76,5480
"Lewis County, WA",Male,55-64 years,2014,68,5444
"Lewis County, WA",Male,55-64 years,2015,79,5450
"Lewis County, WA",Male,55-64 years,2016,73,5559
"Lewis County, WA",Male,55-64 years,2017,67,5623
"Lewis County, WA",Male,55-64 years,2018,82,5644
"Lewis County, WA",Male,55-64 years,2019,64,5708
"Lewis County, WA",Male,65-74 years,2010,82,3600
"Lewis County, WA",Male,65-74 years,2011,82,3774
"Lewis County, WA",Male,65-74 years,2012,98,3993
"Lewis County, WA",Male,65-74 years,2013,93,4129
"Lewis County, WA",Male,65-74 years,2014,87,4326
"Lewis County, WA",Male,65-74 years,2015,88,4475
"Lewis County, WA",Male,65-74 years,2016,123,4744
"Lewis County, WA",Male,65-74 years,2017,116,4860
"Lewis County, WA",Male,65-74 years,2018,122,4996
"Lewis County, WA",Male,65-74 years,2019,139,5116
"Lewis County, WA",Male,75-84 years,2010,116,1843
"Lewis County, WA",Male,75-84 years,2011,108,1881
"Lewis County, WA",Male,75-84 years,2012,124,1943
"Lewis County, WA",Male,75-84 years,2013,99,1983
"Lewis County, WA",Male,75-84 years,2014,117,2086
"Lewis County, WA",Male,75-84 years,2015,121,2190
"Lewis County, WA",Male,75-84 years,2016,118,2237
"Lewis County, WA",Male,75-84 years,2017,122,2257
"Lewis County, WA",Male,75-84 years,2018,120,2350
"Lewis County, WA",Male,75-84 years,2019,117,2480
"Lewis County, WA",Male,85+ years,2010,111,631
"Lewis County, WA",Male,85+ years,2011,110,656
"Lewis County, WA",Male,85+ years,2012,105,624
"Lewis County, WA",Male,85+ years,2013,99,608
"Lewis County, WA",Male,85+ years,2014,99,653
"Lewis County, WA",Male,85+ years,2015,106,655
"Lewis County, WA",Male,85+ years,2016,111,661
"Lewis County, WA",Male,85+ years,2017,125,658
"Lewis County, WA",Male,85+ years,2018,125,672
"Lewis County, WA",Male,85+ years,2019,103,656
"Lincoln County, WA",Male,55-64 years,2011,10,920
"Lincoln County, WA",Male,55-64 years,2015,12,890
"Lincoln County, WA",Male,55-64 years,2018,13,886
"Lincoln County, WA",Male,65-74 years,2010,15,626
"Lincoln County, WA",Male,65-74 years,2011,10,646
"Lincoln County, WA",Male,65-74 years,2012,12,675
"Lincoln County, WA",Male,65-74 years,2013,20,674
"Lincoln County, WA",Male,65-74 years,2015,14,757
"Lincoln County, WA",Male,65-74 years,2016,23,784
"Lincoln County, WA",Male,65-74 years,2017,14,790
"Lincoln County, WA",Male,65-74 years,2018,15,827
"Lincoln County, WA",Male,65-74 years,2019,18,867
"Lincoln County, WA",Male,75-84 years,2010,20,323
"Lincoln County, WA",Male,75-84 years,2011,19,328
"Lincoln County, WA",Male,75-84 years,2012,18,335
"Lincoln County, WA",Male,75-84 years,2013,12,347
"Lincoln County, WA",Male,75-84 years,2014,19,359
"Lincoln County, WA",Male,75-84 years,2015,19,361
"Lincoln County, WA",Male,75-84 years,2016,21,362
"Lincoln County, WA",Male,75-84 years,2017,25,406
"Lincoln County, WA",Male,75-84 years,2018,16,421
"Lincoln County, WA",Male,75-84 years,2019,21,438
"Lincoln County, WA",Male,85+ years,2010,15,108
"Lincoln County, WA",Male,85+ years,2011,17,116
"Lincoln County, WA",Male,85+ years,2012,13,114
"Lincoln County, WA",Male,85+ years,2013,18,124
"Lincoln County, WA",Male,85+ years,2014,14,120
"Lincoln County, WA",Male,85+ years,2015,14,121
"Lincoln County, WA",Male,85+ years,2016,11,118
"Lincoln County, WA",Male,85+ years,2017,13,124
"Lincoln County, WA",Male,85+ years,2018,13,127
"Lincoln County, WA",Male,85+ years,2019,12,129
"Mason County, WA",Male,55-64 years,2010,56,4720
"Mason County, WA",Male,55-64 years,2011,65,4916
"Mason County, WA",Male,55-64 years,2012,58,4834
"Mason County, WA",Male,55-64 years,2013,53,4896
"Mason County, WA",Male,55-64 years,2014,47,4914
"Mason County, WA",Male,55-64 years,2015,54,4969
"Mason County, WA",Male,55-64 years,2016,66,5103
"Mason County, WA",Male,55-64 years,2017,66,5152
"Mason County, WA",Male,55-64 years,2018,60,5246
"Mason County, WA",Male,55-64 years,2019,66,5254
"Mason County, WA",Male,65-74 years,2010,61,3241
"Mason County, WA",Male,65-74 years,2011,64,3382
"Mason County, WA",Male,65-74 years,2012,82,3641
"Mason County, WA",Male,65-74 years,2013,68,3746
"Mason County, WA",Male,65-74 years,2014,77,3875
"Mason County, WA",Male,65-74 years,2015,76,4001
"Mason County, WA",Male,65-74 years,2016,80,4290
"Mason County, WA",Male,65-74 years,2017,90,4392
"Mason County, WA",Male,65-74 years,2018,95,4574
"Mason County, WA",Male,65-74 years,2019,107,4747
"Mason County, WA",Male,75-84 years,2010,75,1710
"Mason County, WA",Male,75-84 years,2011,102,1721
"Mason County, WA",Male,75-84 years,2012,94,1781
"Mason County, WA",Male,75-84 years,2013,96,1843
"Mason County, WA",Male,75-84 years,2014,107,1874
"Mason County, WA",Male,75-84 years,2015,114,1909
"Mason County, WA",Male,75-84 years,2016,96,1934
"Mason County, WA",Male,75-84 years,2017,107,2009
"Mason County, WA",Male,75-84 years,2018,87,2108
"Mason County, WA",Male,75-84 years,2019,112,2192
"Mason County, WA",Male,85+ years,2010,74,444
"Mason County, WA",Male,85+ years,2011,88,496
"Mason County, WA",Male,85+ years,2012,68,487
"Mason County, WA",Male,85+ years,2013,76,487
"Mason County, WA",Male,85+ years,2014,62,488
"Mason County, WA",Male,85+ years,2015,71,530
"Mason County, WA",Male,85+ years,2016,77,527
"Mason County, WA",Male,85+ years,2017,88,520
"Mason County, WA",Male,85+ years,2018,84,529
"Mason County, WA",Male,85+ years,2019,76,558
"Okanogan County, WA",Male,55-64 years,2010,25,3305
"Okanogan County, WA",Male,55-64 years,2011,51,3357
"Okanogan County, WA",Male,55-64 years,2012,41,3309
"Okanogan County, WA",Male,55-64 years,2013,34,3212
"Okanogan County, WA",Male,55-64 years,2014,43,3173
"Okanogan County, WA",Male,55-64 years,2015,40,3204
"Okanogan County, WA",Male,55-64 years,2016,31,3177
"Okanogan County, WA",Male,55-64 years,2017,43,3141
"Okanogan County, WA",Male,55-64 years,2018,42,3084
"Okanogan County, WA",Male,55-64 years,2019,39,2972
"Okanogan County, WA",Male,65-74 years,2010,38,2203
"Okanogan County, WA",Male,65-74 years,2011,39,2302
"Okanogan County, WA",Male,65-74 years,2012,58,2408
"Okanogan County, WA",Male,65-74 years,2013,48,2562
"Okanogan County, WA",Male,65-74 years,2014,49,2620
"Okanogan County, WA",Male,65-74 years,2015,62,2691
"Okanogan County, WA",Male,65-74 years,2016,53,2758
"Okanogan County, WA",Male,65-74 years,2017,55,2793
"Okanogan County, WA",Male,65-74 years,2018,68,2860
"Okanogan County, WA",Male,65-74 years,2019,72,2937
"Okanogan County, WA",Male,75-84 years,2010,47,988
"Okanogan County, WA",Male,75-84 years,2011,55,1014
"Okanogan County, WA",Male,75-84 years,2012,60,1049
"Okanogan County, WA",Male,75-84 years,2013,59,1100
"Okanogan County, WA",Male,75-84 years,2014,60,1125
"Okanogan County, WA",Male,75-84 years,2015,74,1185
"Okanogan County, WA",Male,75-84 years,2016,47,1229
"Okanogan County, WA",Male,75-84 years,2017,78,1256
"Okanogan County, WA",Male,75-84 years,2018,68,1346
"Okanogan County, WA",Male,75-84 years,2019,59,1356
"Okanogan County, WA",Male,85+ years,2010,35,287
"Okanogan County, WA",Male,85+ years,2011,46,306
"Okanogan County, WA",Male,85+ years,2012,57,316
"Okanogan County, WA",Male,85+ years,2013,49,333
"Okanogan County, WA",Male,85+ years,2014,49,325
"Okanogan County, WA",Male,85+ years,2015,45,327
"Okanogan County, WA",Male,85+ years,2016,54,335
"Okanogan County, WA",Male,85+ years,2017,54,330
"Okanogan County, WA",Male,85+ years,2018,43,323
"Okanogan County, WA",Male,85+ years,2019,51,336
"Pacific County, WA",Male,55-64 years,2010,24,1907
"Pacific County, WA",Male,55-64 years,2011,27,1948
"Pacific County, WA",Male,55-64 years,2012,22,1849
"Pacific County, WA",Male,55-64 years,2013,21,1804
"Pacific County, WA",Male,55-64 years,2014,26,1821
"Pacific County, WA",Male,55-64 years,2015,24,1869
"Pacific County, WA",Male,55-64 years,2016,23,1893
"Pacific County, WA",Male,55-64 years,2017,39,1904
"Pacific County, WA",Male,55-64 years,2018,25,1882
"Pacific County, WA",Male,55-64 years,2019,26,1865
"Pacific County, WA",Male,65-74 years,2010,31,1502
"Pacific County, WA",Male,65-74 years,2011,30,1518
"Pacific County, WA",Male,65-74 years,2012,40,1579
"Pacific County, WA",Male,65-74 years,2013,33,1686
"Pacific County, WA",Male,65-74 years,2014,42,1721
"Pacific County, WA",Male,65-74 years,2015,48,1796
"Pacific County, WA",Male,65-74 years,2016,43,1858
"Pacific County, WA",Male,65-74 years,2017,51,1935
"Pacific County, WA",Male,65-74 years,2018,62,2052
"Pacific County, WA",Male,65-74 years,2019,53,2177
"Pacific County, WA",Male,75-84 years,2010,49,769
"Pacific County, WA",Male,75-84 years,2011,43,789
"Pacific County, WA",Male,75-84 years,2012,43,793
"Pacific County, WA",Male,75-84 years,2013,55,802
"Pacific County, WA",Male,75-84 years,2014,44,811
"Pacific County, WA",Male,75-84 years,2015,42,796
"Pacific County, WA",Male,75-84 years,2016,40,836
"Pacific County, WA",Male,75-84 years,2017,61,908
"Pacific County, WA",Male,75-84 years,2018,64,968
"Pacific County, WA",Male,75-84 years,2019,53,1060
"Pacific County, WA",Male,85+ years,2010,26,220
"Pacific County, WA",Male,85+ years,2011,29,229
"Pacific County, WA",Male,85+ years,2012,37,234
"Pacific County, WA",Male,85+ years,2013,38,244
"Pacific County, WA",Male,85+ years,2014,35,252
"Pacific County, WA",Male,85+ years,2015,37,257
"Pacific County, WA",Male,85+ years,2016,40,246
"Pacific County, WA",Male,85+ years,2017,39,259
"Pacific County, WA",Male,85+ years,2018,36,258
"Pacific County, WA",Male,85+ years,2019,30,277
"Pend Oreille County, WA",Male,55-64 years,2012,15,1232
"Pend Oreille County, WA",Male,55-64 years,2014,16,1246
"Pend Oreille County, WA",Male,55-64 years,2015,14,1234
"Pend Oreille County, WA",Male,55-64 years,2016,13,1201
"Pend Oreille County, WA",Male,55-64 years,2017,10,1186
"Pend Oreille County, WA",Male,55-64 years,2018,15,1197
"Pend Oreille County, WA",Male,55-64 years,2019,10,1191
"Pend Oreille County, WA",Male,65-74 years,2010,15,796
"Pend Oreille County, WA",Male,65-74 years,2011,26,846
"Pend Oreille County, WA",Male,65-74 years,2012,17,914
"Pend Oreille County, WA",Male,65-74 years,2013,18,992
"Pend Oreille County, WA",Male,65-74 years,2014,26,1016
"Pend Oreille County, WA",Male,65-74 years,2015,23,1081
"Pend Oreille County, WA",Male,65-74 years,2016,18,1128
"Pend Oreille County, WA",Male,65-74 years,2017,29,1149
"Pend Oreille County, WA",Male,65-74 years,2018,24,1222
"Pend Oreille County, WA",Male,65-74 years,2019,21,1263
"Pend Oreille County, WA",Male,75-84 years,2010,23,340
"Pend Oreille County, WA",Male,75-84 years,2011,18,350
"Pend Oreille County, WA",Male,75-84 years,2012,20,369
"Pend Oreille County, WA",Male,75-84 years,2013,12,374
"Pend Oreille County, WA",Male,75-84 years,2014,12,398
"Pend Oreille County, WA",Male,75-84 years,2015,21,416
"Pend Oreille County, WA",Male,75-84 years,2016,26,433
"Pend Oreille County, WA",Male,75-84 years,2017,25,457
