county,gender,age,year,deaths,pop
"Pend Oreille County, WA",Male,75-84 years,2018,27,467
"Pend Oreille County, WA",Male,75-84 years,2019,16,500
"Pend Oreille County, WA",Male,85+ years,2010,14,90
"Pend Oreille County, WA",Male,85+ years,2011,11,97
"Pend Oreille County, WA",Male,85+ years,2012,22,99
"Pend Oreille County, WA",Male,85+ years,2013,22,93
"Pend Oreille County, WA",Male,85+ years,2016,18,79
"Pend Oreille County, WA",Male,85+ years,2017,19,110
"Pend Oreille County, WA",Male,85+ years,2018,20,117
"Pend Oreille County, WA",Male,85+ years,2019,14,120
"Pierce County, WA",Male,55-64 years,2010,482,44400
"Pierce County, WA",Male,55-64 years,2011,503,46447
"Pierce County, WA",Male,55-64 years,2012,486,47278
"Pierce County, WA",Male,55-64 years,2013,568,48413
"Pierce County, WA",Male,55-64 years,2014,537,49404
"Pierce County, WA",Male,55-64 years,2015,567,50712
"Pierce County, WA",Male,55-64 years,2016,568,52403
"Pierce County, WA",Male,55-64 years,2017,571,53481
"Pierce County, WA",Male,55-64 years,2018,628,54062
"Pierce County, WA",Male,55-64 years,2019,593,54376
"Pierce County, WA",Male,65-74 years,2010,541,22978
"Pierce County, WA",Male,65-74 years,2011,548,24081
"Pierce County, WA",Male,65-74 years,2012,581,26129
"Pierce County, WA",Male,65-74 years,2013,624,27916
"Pierce County, WA",Male,65-74 years,2014,646,29640
"Pierce County, WA",Male,65-74 years,2015,704,31340
"Pierce County, WA",Male,65-74 years,2016,756,32938
"Pierce County, WA",Male,65-74 years,2017,773,33805
"Pierce County, WA",Male,65-74 years,2018,805,35120
"Pierce County, WA",Male,65-74 years,2019,799,36501
"Pierce County, WA",Male,75-84 years,2010,700,11772
"Pierce County, WA",Male,75-84 years,2011,718,12101
"Pierce County, WA",Male,75-84 years,2012,748,12367
"Pierce County, WA",Male,75-84 years,2013,688,12661
"Pierce County, WA",Male,75-84 years,2014,736,12878
"Pierce County, WA",Male,75-84 years,2015,790,13311
"Pierce County, WA",Male,75-84 years,2016,833,13840
"Pierce County, WA",Male,75-84 years,2017,800,14172
"Pierce County, WA",Male,75-84 years,2018,831,15020
"Pierce County, WA",Male,75-84 years,2019,833,15848
"Pierce County, WA",Male,85+ years,2010,633,3692
"Pierce County, WA",Male,85+ years,2011,623,3906
"Pierce County, WA",Male,85+ years,2012,628,3986
"Pierce County, WA",Male,85+ years,2013,639,4142
"Pierce County, WA",Male,85+ years,2014,676,4386
"Pierce County, WA",Male,85+ years,2015,708,4610
"Pierce County, WA",Male,85+ years,2016,728,4771
"Pierce County, WA",Male,85+ years,2017,812,4708
"Pierce County, WA",Male,85+ years,2018,746,4851
"Pierce County, WA",Male,85+ years,2019,771,4967
"San Juan County, WA",Male,55-64 years,2012,11,1632
"San Juan County, WA",Male,55-64 years,2013,10,1585
"San Juan County, WA",Male,55-64 years,2014,16,1537
"San Juan County, WA",Male,55-64 years,2015,12,1556
"San Juan County, WA",Male,55-64 years,2016,14,1552
"San Juan County, WA",Male,65-74 years,2010,12,1165
"San Juan County, WA",Male,65-74 years,2011,18,1250
"San Juan County, WA",Male,65-74 years,2012,16,1324
"San Juan County, WA",Male,65-74 years,2013,10,1418
"San Juan County, WA",Male,65-74 years,2014,18,1528
"San Juan County, WA",Male,65-74 years,2015,11,1610
"San Juan County, WA",Male,65-74 years,2016,19,1658
"San Juan County, WA",Male,65-74 years,2017,19,1726
"San Juan County, WA",Male,65-74 years,2018,17,1827
"San Juan County, WA",Male,65-74 years,2019,23,1890
"San Juan County, WA",Male,75-84 years,2011,15,491
"San Juan County, WA",Male,75-84 years,2012,17,524
"San Juan County, WA",Male,75-84 years,2013,15,551
"San Juan County, WA",Male,75-84 years,2014,21,583
"San Juan County, WA",Male,75-84 years,2015,22,615
"San Juan County, WA",Male,75-84 years,2016,21,675
"San Juan County, WA",Male,75-84 years,2017,25,730
"San Juan County, WA",Male,75-84 years,2018,17,795
"San Juan County, WA",Male,75-84 years,2019,24,871
"San Juan County, WA",Male,85+ years,2010,19,171
"San Juan County, WA",Male,85+ years,2011,20,174
"San Juan County, WA",Male,85+ years,2012,18,169
"San Juan County, WA",Male,85+ years,2013,25,168
"San Juan County, WA",Male,85+ years,2014,28,182
"San Juan County, WA",Male,85+ years,2015,34,201
"San Juan County, WA",Male,85+ years,2016,23,192
"San Juan County, WA",Male,85+ years,2017,17,191
"San Juan County, WA",Male,85+ years,2018,25,193
"San Juan County, WA",Male,85+ years,2019,21,203
"Skagit County, WA",Male,55-64 years,2010,70,7876
"Skagit County, WA",Male,55-64 years,2011,80,8133
"Skagit County, WA",Male,55-64 years,2012,72,8127
"Skagit County, WA",Male,55-64 years,2013,74,8207
"Skagit County, WA",Male,55-64 years,2014,86,8289
"Skagit County, WA",Male,55-64 years,2015,83,8405
"Skagit County, WA",Male,55-64 years,2016,82,8546
"Skagit County, WA",Male,55-64 years,2017,93,8590
"Skagit County, WA",Male,55-64 years,2018,68,8552
"Skagit County, WA",Male,55-64 years,2019,78,8482
"Skagit County, WA",Male,65-74 years,2010,96,5018
"Skagit County, WA",Male,65-74 years,2011,115,5229
"Skagit County, WA",Male,65-74 years,2012,100,5654
"Skagit County, WA",Male,65-74 years,2013,98,5969
"Skagit County, WA",Male,65-74 years,2014,121,6282
"Skagit County, WA",Male,65-74 years,2015,121,6621
"Skagit County, WA",Male,65-74 years,2016,136,6993
"Skagit County, WA",Male,65-74 years,2017,137,7260
"Skagit County, WA",Male,65-74 years,2018,131,7561
"Skagit County, WA",Male,65-74 years,2019,137,7883
"Skagit County, WA",Male,75-84 years,2010,142,2720
"Skagit County, WA",Male,75-84 years,2011,140,2717
"Skagit County, WA",Male,75-84 years,2012,143,2767
"Skagit County, WA",Male,75-84 years,2013,140,2932
"Skagit County, WA",Male,75-84 years,2014,146,3013
"Skagit County, WA",Male,75-84 years,2015,159,3112
"Skagit County, WA",Male,75-84 years,2016,188,3255
"Skagit County, WA",Male,75-84 years,2017,176,3353
"Skagit County, WA",Male,75-84 years,2018,164,3553
"Skagit County, WA",Male,75-84 years,2019,209,3772
"Skagit County, WA",Male,85+ years,2010,164,959
"Skagit County, WA",Male,85+ years,2011,180,1054
"Skagit County, WA",Male,85+ years,2012,157,1077
"Skagit County, WA",Male,85+ years,2013,160,1075
"Skagit County, WA",Male,85+ years,2014,141,1160
"Skagit County, WA",Male,85+ years,2015,172,1175
"Skagit County, WA",Male,85+ years,2016,186,1227
"Skagit County, WA",Male,85+ years,2017,191,1225
"Skagit County, WA",Male,85+ years,2018,185,1228
"Skagit County, WA",Male,85+ years,2019,184,1223
"Skamania County, WA",Male,55-64 years,2011,11,980
"Skamania County, WA",Male,55-64 years,2015,11,1045
"Skamania County, WA",Male,55-64 years,2016,17,1096
"Skamania County, WA",Male,65-74 years,2011,13,530
"Skamania County, WA",Male,65-74 years,2013,18,619
"Skamania County, WA",Male,65-74 years,2014,12,674
"Skamania County, WA",Male,65-74 years,2015,17,692
"Skamania County, WA",Male,65-74 years,2016,19,717
"Skamania County, WA",Male,65-74 years,2017,11,801
"Skamania County, WA",Male,65-74 years,2019,21,943
"Skamania County, WA",Male,75-84 years,2010,11,227
"Skamania County, WA",Male,75-84 years,2012,12,250
"Skamania County, WA",Male,75-84 years,2014,12,250
"Skamania County, WA",Male,75-84 years,2016,12,287
"Skamania County, WA",Male,75-84 years,2017,16,320
"Skamania County, WA",Male,75-84 years,2018,13,335
"Skamania County, WA",Male,75-84 years,2019,18,349
"Skamania County, WA",Male,85+ years,2010,13,62
"Skamania County, WA",Male,85+ years,2012,12,64
"Skamania County, WA",Male,85+ years,2016,13,82
"Snohomish County, WA",Male,55-64 years,2010,396,41423
"Snohomish County, WA",Male,55-64 years,2011,398,44029
"Snohomish County, WA",Male,55-64 years,2012,375,45383
"Snohomish County, WA",Male,55-64 years,2013,367,47321
"Snohomish County, WA",Male,55-64 years,2014,389,49066
"Snohomish County, WA",Male,55-64 years,2015,419,50703
"Snohomish County, WA",Male,55-64 years,2016,448,52482
"Snohomish County, WA",Male,55-64 years,2017,469,53626
"Snohomish County, WA",Male,55-64 years,2018,457,54219
"Snohomish County, WA",Male,55-64 years,2019,450,54668
"Snohomish County, WA",Male,65-74 years,2010,408,19287
"Snohomish County, WA",Male,65-74 years,2011,451,20660
"Snohomish County, WA",Male,65-74 years,2012,409,22780
"Snohomish County, WA",Male,65-74 years,2013,507,24575
"Snohomish County, WA",Male,65-74 years,2014,503,26163
"Snohomish County, WA",Male,65-74 years,2015,544,27772
"Snohomish County, WA",Male,65-74 years,2016,541,29368
"Snohomish County, WA",Male,65-74 years,2017,635,30620
"Snohomish County, WA",Male,65-74 years,2018,647,32105
"Snohomish County, WA",Male,65-74 years,2019,594,33532
"Snohomish County, WA",Male,75-84 years,2010,512,9240
"Snohomish County, WA",Male,75-84 years,2011,507,9633
"Snohomish County, WA",Male,75-84 years,2012,526,9890
"Snohomish County, WA",Male,75-84 years,2013,549,10164
"Snohomish County, WA",Male,75-84 years,2014,560,10668
"Snohomish County, WA",Male,75-84 years,2015,576,11088
"Snohomish County, WA",Male,75-84 years,2016,614,11571
"Snohomish County, WA",Male,75-84 years,2017,619,12100
"Snohomish County, WA",Male,75-84 years,2018,654,12918
"Snohomish County, WA",Male,75-84 years,2019,672,13638
"Snohomish County, WA",Male,85+ years,2010,508,3435
"Snohomish County, WA",Male,85+ years,2011,552,3637
"Snohomish County, WA",Male,85+ years,2012,557,3651
"Snohomish County, WA",Male,85+ years,2013,628,3857
"Snohomish County, WA",Male,85+ years,2014,623,3902
"Snohomish County, WA",Male,85+ years,2015,619,4008
"Snohomish County, WA",Male,85+ years,2016,638,4145
"Snohomish County, WA",Male,85+ years,2017,693,4092
"Snohomish County, WA",Male,85+ years,2018,674,4217
"Snohomish County, WA",Male,85+ years,2019,623,4297
"Spokane County, WA",Male,55-64 years,2010,285,28818
"Spokane County, WA",Male,55-64 years,2011,330,30016
"Spokane County, WA",Male,55-64 years,2012,317,30126
"Spokane County, WA",Male,55-64 years,2013,348,30555
"Spokane County, WA",Male,55-64 years,2014,378,30902
"Spokane County, WA",Male,55-64 years,2015,359,31345
"Spokane County, WA",Male,55-64 years,2016,366,31936
"Spokane County, WA",Male,55-64 years,2017,347,32324
"Spokane County, WA",Male,55-64 years,2018,376,32396
"Spokane County, WA",Male,55-64 years,2019,377,32433
"Spokane County, WA",Male,65-74 years,2010,329,15222
"Spokane County, WA",Male,65-74 years,2011,337,16076
"Spokane County, WA",Male,65-74 years,2012,387,17483
"Spokane County, WA",Male,65-74 years,2013,392,18687
"Spokane County, WA",Male,65-74 years,2014,448,19838
"Spokane County, WA",Male,65-74 years,2015,480,20962
"Spokane County, WA",Male,65-74 years,2016,500,22084
"Spokane County, WA",Male,65-74 years,2017,545,22961
"Spokane County, WA",Male,65-74 years,2018,518,23889
"Spokane County, WA",Male,65-74 years,2019,531,24815
"Spokane County, WA",Male,75-84 years,2010,514,8162
"Spokane County, WA",Male,75-84 years,2011,502,8304
"Spokane County, WA",Male,75-84 years,2012,516,8405
"Spokane County, WA",Male,75-84 years,2013,503,8666
"Spokane County, WA",Male,75-84 years,2014,448,8920
"Spokane County, WA",Male,75-84 years,2015,548,9137
"Spokane County, WA",Male,75-84 years,2016,519,9463
"Spokane County, WA",Male,75-84 years,2017,538,9563
"Spokane County, WA",Male,75-84 years,2018,561,10232
"Spokane County, WA",Male,75-84 years,2019,608,10786
"Spokane County, WA",Male,85+ years,2010,513,3113
"Spokane County, WA",Male,85+ years,2011,511,3249
"Spokane County, WA",Male,85+ years,2012,543,3204
"Spokane County, WA",Male,85+ years,2013,527,3247
"Spokane County, WA",Male,85+ years,2014,479,3337
"Spokane County, WA",Male,85+ years,2015,581,3436
"Spokane County, WA",Male,85+ years,2016,570,3525
"Spokane County, WA",Male,85+ years,2017,593,3473
"Spokane County, WA",Male,85+ years,2018,568,3471
"Spokane County, WA",Male,85+ years,2019,561,3554
"Stevens County, WA",Male,55-64 years,2010,36,3672
"Stevens County, WA",Male,55-64 years,2011,41,3850
"Stevens County, WA",Male,55-64 years,2012,38,3834
"Stevens County, WA",Male,55-64 years,2013,27,3808
"Stevens County, WA",Male,55-64 years,2014,42,3801
"Stevens County, WA",Male,55-64 years,2015,47,3748
"Stevens County, WA",Male,55-64 years,2016,40,3761
"Stevens County, WA",Male,55-64 years,2017,35,3762
"Stevens County, WA",Male,55-64 years,2018,49,3736
"Stevens County, WA",Male,55-64 years,2019,49,3762
"Stevens County, WA",Male,65-74 years,2010,64,2490
"Stevens County, WA",Male,65-74 years,2011,53,2598
"Stevens County, WA",Male,65-74 years,2012,62,2723
"Stevens County, WA",Male,65-74 years,2013,60,2814
"Stevens County, WA",Male,65-74 years,2014,57,3008
"Stevens County, WA",Male,65-74 years,2015,71,3120
"Stevens County, WA",Male,65-74 years,2016,69,3230
"Stevens County, WA",Male,65-74 years,2017,85,3277
"Stevens County, WA",Male,65-74 years,2018,69,3403
"Stevens County, WA",Male,65-74 years,2019,68,3459
"Stevens County, WA",Male,75-84 years,2010,46,980
"Stevens County, WA",Male,75-84 years,2011,70,1047
"Stevens County, WA",Male,75-84 years,2012,53,1144
"Stevens County, WA",Male,75-84 years,2013,60,1222
"Stevens County, WA",Male,75-84 years,2014,74,1223
"Stevens County, WA",Male,75-84 years,2015,73,1299
"Stevens County, WA",Male,75-84 years,2016,77,1372
"Stevens County, WA",Male,75-84 years,2017,64,1401
"Stevens County, WA",Male,75-84 years,2018,74,1498
"Stevens County, WA",Male,75-84 years,2019,69,1590
"Stevens County, WA",Male,85+ years,2010,35,275
"Stevens County, WA",Male,85+ years,2011,54,281
"Stevens County, WA",Male,85+ years,2012,37,299
"Stevens County, WA",Male,85+ years,2013,49,304
"Stevens County, WA",Male,85+ years,2014,57,308
"Stevens County, WA",Male,85+ years,2015,60,317
"Stevens County, WA",Male,85+ years,2016,48,320
"Stevens County, WA",Male,85+ years,2017,48,351
"Stevens County, WA",Male,85+ years,2018,59,371
"Stevens County, WA",Male,85+ years,2019,51,405
"Thurston County, WA",Male,55-64 years,2010,146,16106
"Thurston County, WA",Male,55-64 years,2011,130,16681
"Thurston County, WA",Male,55-64 years,2012,161,16707
"Thurston County, WA",Male,55-64 years,2013,180,16707
"Thurston County, WA",Male,55-64 years,2014,147,16845
"Thurston County, WA",Male,55-64 years,2015,174,17023
"Thurston County, WA",Male,55-64 years,2016,144,17275
"Thurston County, WA",Male,55-64 years,2017,166,17410
"Thurston County, WA",Male,55-64 years,2018,178,17370
"Thurston County, WA",Male,55-64 years,2019,155,17407
"Thurston County, WA",Male,65-74 years,2010,176,8618
"Thurston County, WA",Male,65-74 years,2011,175,9223
"Thurston County, WA",Male,65-74 years,2012,209,10022
"Thurston County, WA",Male,65-74 years,2013,185,10852
"Thurston County, WA",Male,65-74 years,2014,198,11496
"Thurston County, WA",Male,65-74 years,2015,227,12295
"Thurston County, WA",Male,65-74 years,2016,240,13001
"Thurston County, WA",Male,65-74 years,2017,266,13545
"Thurston County, WA",Male,65-74 years,2018,289,14179
"Thurston County, WA",Male,65-74 years,2019,277,14691
"Thurston County, WA",Male,75-84 years,2010,210,4348
"Thurston County, WA",Male,75-84 years,2011,254,4461
"Thurston County, WA",Male,75-84 years,2012,221,4545
"Thurston County, WA",Male,75-84 years,2013,228,4751
"Thurston County, WA",Male,75-84 years,2014,236,4950
"Thurston County, WA",Male,75-84 years,2015,271,5125
"Thurston County, WA",Male,75-84 years,2016,237,5417
"Thurston County, WA",Male,75-84 years,2017,272,5614
"Thurston County, WA",Male,75-84 years,2018,284,6137
"Thurston County, WA",Male,75-84 years,2019,305,6577
"Thurston County, WA",Male,85+ years,2010,233,1516
"Thurston County, WA",Male,85+ years,2011,238,1575
"Thurston County, WA",Male,85+ years,2012,286,1629
"Thurston County, WA",Male,85+ years,2013,245,1636
"Thurston County, WA",Male,85+ years,2014,297,1642
"Thurston County, WA",Male,85+ years,2015,298,1764
"Thurston County, WA",Male,85+ years,2016,299,1801
"Thurston County, WA",Male,85+ years,2017,286,1770
"Thurston County, WA",Male,85+ years,2018,301,1841
"Thurston County, WA",Male,85+ years,2019,306,1903
"Wahkiakum County, WA",Male,65-74 years,2012,10,351
"Wahkiakum County, WA",Male,65-74 years,2013,10,381
"Wahkiakum County, WA",Male,65-74 years,2015,10,397
"Wahkiakum County, WA",Male,65-74 years,2019,16,435
"Wahkiakum County, WA",Male,75-84 years,2013,11,168
"Wahkiakum County, WA",Male,75-84 years,2016,12,180
"Wahkiakum County, WA",Male,75-84 years,2017,10,218
"Wahkiakum County, WA",Male,75-84 years,2018,10,230
"Wahkiakum County, WA",Male,75-84 years,2019,15,234
"Wahkiakum County, WA",Male,85+ years,2015,10,52
"Walla Walla County, WA",Male,55-64 years,2010,26,3547
"Walla Walla County, WA",Male,55-64 years,2011,42,3746
"Walla Walla County, WA",Male,55-64 years,2012,43,3755
"Walla Walla County, WA",Male,55-64 years,2013,36,3736
"Walla Walla County, WA",Male,55-64 years,2014,44,3698
"Walla Walla County, WA",Male,55-64 years,2015,31,3723
"Walla Walla County, WA",Male,55-64 years,2016,45,3797
"Walla Walla County, WA",Male,55-64 years,2017,39,3808
"Walla Walla County, WA",Male,55-64 years,2018,32,3718
"Walla Walla County, WA",Male,55-64 years,2019,43,3666
"Walla Walla County, WA",Male,65-74 years,2010,37,1988
"Walla Walla County, WA",Male,65-74 years,2011,25,2086
"Walla Walla County, WA",Male,65-74 years,2012,44,2246
"Walla Walla County, WA",Male,65-74 years,2013,50,2410
"Walla Walla County, WA",Male,65-74 years,2014,55,2566
"Walla Walla County, WA",Male,65-74 years,2015,61,2700
"Walla Walla County, WA",Male,65-74 years,2016,50,2813
"Walla Walla County, WA",Male,65-74 years,2017,61,2921
"Walla Walla County, WA",Male,65-74 years,2018,67,3013
"Walla Walla County, WA",Male,65-74 years,2019,52,3096
"Walla Walla County, WA",Male,75-84 years,2010,67,1242
"Walla Walla County, WA",Male,75-84 years,2011,60,1242
"Walla Walla County, WA",Male,75-84 years,2012,61,1255
"Walla Walla County, WA",Male,75-84 years,2013,71,1252
"Walla Walla County, WA",Male,75-84 years,2014,61,1265
"Walla Walla County, WA",Male,75-84 years,2015,53,1250
"Walla Walla County, WA",Male,75-84 years,2016,67,1275
"Walla Walla County, WA",Male,75-84 years,2017,75,1312
"Walla Walla County, WA",Male,75-84 years,2018,64,1427
"Walla Walla County, WA",Male,75-84 years,2019,65,1478
"Walla Walla County, WA",Male,85+ years,2010,81,570
"Walla Walla County, WA",Male,85+ years,2011,97,594
"Walla Walla County, WA",Male,85+ years,2012,90,582
"Walla Walla County, WA",Male,85+ years,2013,93,596
"Walla Walla County, WA",Male,85+ years,2014,95,574
"Walla Walla County, WA",Male,85+ years,2015,108,591
"Walla Walla County, WA",Male,85+ years,2016,99,594
"Walla Walla County, WA",Male,85+ years,2017,96,573
"Walla Walla County, WA",Male,85+ years,2018,100,579
"Walla Walla County, WA",Male,85+ years,2019,94,605
"Whatcom County, WA",Male,55-64 years,2010,102,12696
"Whatcom County, WA",Male,55-64 years,2011,98,12988
"Whatcom County, WA",Male,55-64 years,2012,102,13142
"Whatcom County, WA",Male,55-64 years,2013,125,12943
"Whatcom County, WA",Male,55-64 years,2014,112,12870
"Whatcom County, WA",Male,55-64 years,2015,110,12976
"Whatcom County, WA",Male,55-64 years,2016,114,13237
"Whatcom County, WA",Male,55-64 years,2017,102,13337
"Whatcom County, WA",Male,55-64 years,2018,116,13410
"Whatcom County, WA",Male,55-64 years,2019,122,13339
"Whatcom County, WA",Male,65-74 years,2010,122,7194
"Whatcom County, WA",Male,65-74 years,2011,117,7703
"Whatcom County, WA",Male,65-74 years,2012,150,8257
"Whatcom County, WA",Male,65-74 years,2013,138,8792
"Whatcom County, WA",Male,65-74 years,2014,141,9412
"Whatcom County, WA",Male,65-74 years,2015,175,10088
"Whatcom County, WA",Male,65-74 years,2016,190,10673
"Whatcom County, WA",Male,65-74 years,2017,199,11070
"Whatcom County, WA",Male,65-74 years,2018,197,11495
"Whatcom County, WA",Male,65-74 years,2019,238,11894
"Whatcom County, WA",Male,75-84 years,2010,170,3695
"Whatcom County, WA",Male,75-84 years,2011,202,3816
"Whatcom County, WA",Male,75-84 years,2012,201,3895
"Whatcom County, WA",Male,75-84 years,2013,189,3971
"Whatcom County, WA",Male,75-84 years,2014,190,4035
"Whatcom County, WA",Male,75-84 years,2015,198,4180
"Whatcom County, WA",Male,75-84 years,2016,223,4417
"Whatcom County, WA",Male,75-84 years,2017,222,4625
"Whatcom County, WA",Male,75-84 years,2018,180,4972
"Whatcom County, WA",Male,75-84 years,2019,257,5298
"Whatcom County, WA",Male,85+ years,2010,213,1283
"Whatcom County, WA",Male,85+ years,2011,200,1352
"Whatcom County, WA",Male,85+ years,2012,217,1379
"Whatcom County, WA",Male,85+ years,2013,228,1408
"Whatcom County, WA",Male,85+ years,2014,220,1461
"Whatcom County, WA",Male,85+ years,2015,255,1521
"Whatcom County, WA",Male,85+ years,2016,241,1573
"Whatcom County, WA",Male,85+ years,2017,248,1590
"Whatcom County, WA",Male,85+ years,2018,226,1587
"Whatcom County, WA",Male,85+ years,2019,258,1637
"Whitman County, WA",Male,55-64 years,2010,17,1822
"Whitman County, WA",Male,55-64 years,2011,11,1844
"Whitman County, WA",Male,55-64 years,2012,11,1903
"Whitman County, WA",Male,55-64 years,2013,19,1936
"Whitman County, WA",Male,55-64 years,2014,16,2019
"Whitman County, WA",Male,55-64 years,2015,23,2105
"Whitman County, WA",Male,55-64 years,2016,12,2135
"Whitman County, WA",Male,55-64 years,2017,22,2177
"Whitman County, WA",Male,55-64 years,2018,16,2181
"Whitman County, WA",Male,55-64 years,2019,15,2163
"Whitman County, WA",Male,65-74 years,2010,25,1084
"Whitman County, WA",Male,65-74 years,2011,18,1155
"Whitman County, WA",Male,65-74 years,2012,24,1183
"Whitman County, WA",Male,65-74 years,2013,21,1231
"Whitman County, WA",Male,65-74 years,2014,32,1293
"Whitman County, WA",Male,65-74 years,2015,34,1342
"Whitman County, WA",Male,65-74 years,2016,28,1389
"Whitman County, WA",Male,65-74 years,2017,33,1413
"Whitman County, WA",Male,65-74 years,2018,29,1498
"Whitman County, WA",Male,65-74 years,2019,31,1537
"Whitman County, WA",Male,75-84 years,2010,38,593
"Whitman County, WA",Male,75-84 years,2011,34,603
"Whitman County, WA",Male,75-84 years,2012,30,592
"Whitman County, WA",Male,75-84 years,2013,20,593
"Whitman County, WA",Male,75-84 years,2014,28,602
"Whitman County, WA",Male,75-84 years,2015,31,615
"Whitman County, WA",Male,75-84 years,2016,36,624
"Whitman County, WA",Male,75-84 years,2017,35,655
"Whitman County, WA",Male,75-84 years,2018,21,680
"Whitman County, WA",Male,75-84 years,2019,39,733
"Whitman County, WA",Male,85+ years,2010,45,270
"Whitman County, WA",Male,85+ years,2011,47,276
"Whitman County, WA",Male,85+ years,2012,41,284
"Whitman County, WA",Male,85+ years,2013,49,274
"Whitman County, WA",Male,85+ years,2014,47,270
"Whitman County, WA",Male,85+ years,2015,47,258
"Whitman County, WA",Male,85+ years,2016,39,279
"Whitman County, WA",Male,85+ years,2017,50,256
"Whitman County, WA",Male,85+ years,2018,33,273
"Whitman County, WA",Male,85+ years,2019,39,271
"Yakima County, WA",Male,55-64 years,2010,150,12357
"Yakima County, WA",Male,55-64 years,2011,120,12790
"Yakima County, WA",Male,55-64 years,2012,136,12827
"Yakima County, WA",Male,55-64 years,2013,143,12924
"Yakima County, WA",Male,55-64 years,2014,154,13090
"Yakima County, WA",Male,55-64 years,2015,133,13236
"Yakima County, WA",Male,55-64 years,2016,156,13248
"Yakima County, WA",Male,55-64 years,2017,160,13441
"Yakima County, WA",Male,55-64 years,2018,191,13523
"Yakima County, WA",Male,55-64 years,2019,156,13487
"Yakima County, WA",Male,65-74 years,2010,149,7294
"Yakima County, WA",Male,65-74 years,2011,171,7581
"Yakima County, WA",Male,65-74 years,2012,194,8046
"Yakima County, WA",Male,65-74 years,2013,166,8434
"Yakima County, WA",Male,65-74 years,2014,190,8820
"Yakima County, WA",Male,65-74 years,2015,208,9212
"Yakima County, WA",Male,65-74 years,2016,209,9471
"Yakima County, WA",Male,65-74 years,2017,206,9492
"Yakima County, WA",Male,65-74 years,2018,255,9627
"Yakima County, WA",Male,65-74 years,2019,232,9826
"Yakima County, WA",Male,75-84 years,2010,239,3877
"Yakima County, WA",Male,75-84 years,2011,237,3972
"Yakima County, WA",Male,75-84 years,2012,208,4008
"Yakima County, WA",Male,75-84 years,2013,241,4053
"Yakima County, WA",Male,75-84 years,2014,209,4069
"Yakima County, WA",Male,75-84 years,2015,230,4150
"Yakima County, WA",Male,75-84 years,2016,238,4272
"Yakima County, WA",Male,75-84 years,2017,234,4365
"Yakima County, WA",Male,75-84 years,2018,247,4614
"Yakima County, WA",Male,75-84 years,2019,229,4787
"Yakima County, WA",Male,85+ years,2010,210,1397
"Yakima County, WA",Male,85+ years,2011,217,1478
"Yakima County, WA",Male,85+ years,2012,240,1531
"Yakima County, WA",Male,85+ years,2013,247,1579
"Yakima County, WA",Male,85+ years,2014,215,1611
"Yakima County, WA",Male,85+ years,2015,247,1625
"Yakima County, WA",Male,85+ years,2016,256,1644
"Yakima County, WA",Male,85+ years,2017,265,1648
"Yakima County, WA",Male,85+ years,2018,241,1653
"Yakima County, WA",Male,85+ years,2019,237,1639
